Age,Gender,Attendance,Study_Hours,Previous_Grade,Assignments_Submitted,Family_Income,Internet_Access,Parental_Education,Distance_From_College,Scholarship,Extracurricular,Semester,CGPA,Backlogs,Dropout
19,Male,76,5,81,4,46483,No,School,16,Yes,No,3,4.78,0,0
19,Male,78,5,82,5,83373,No,Graduate,3,Yes,Yes,8,5.86,4,1
18,Male,99,1,60,9,44069,No,Graduate,26,Yes,Yes,2,4.7,2,1
19,Male,91,3,63,7,17370,Yes,Graduate,16,Yes,Yes,1,9.92,2,0
19,Male,68,6,81,7,81947,No,Postgraduate,8,No,No,2,5.85,2,0
21,Male,91,3,99,2,49133,No,Postgraduate,12,Yes,No,1,4.78,5,1
21,Female,75,5,79,6,10692,Yes,Postgraduate,3,No,Yes,3,5.19,2,0
18,Female,99,4,41,0,38926,Yes,School,17,Yes,Yes,6,7.53,2,0
22,Female,77,1,94,0,83984,Yes,Postgraduate,21,No,No,5,4.38,5,1
21,Male,78,5,47,6,53390,Yes,School,18,No,Yes,8,9.17,5,0
22,Female,89,5,87,9,59593,Yes,Graduate,11,No,No,3,9.77,4,0
17,Female,76,6,66,8,85609,No,Graduate,4,No,Yes,2,5.48,3,1
21,Female,91,1,61,6,15209,No,School,16,Yes,No,1,6.7,5,1
25,Male,74,6,76,9,16533,No,Postgraduate,17,Yes,Yes,2,4.13,1,0
18,Male,46,1,66,4,96597,Yes,School,9,Yes,Yes,5,7.84,2,1
17,Male,66,6,96,7,17211,No,Graduate,6,No,No,7,6.48,3,0
25,Male,67,3,68,1,19927,Yes,Graduate,24,Yes,No,8,5.62,0,0
25,Female,61,4,42,8,87463,Yes,School,27,Yes,No,3,5.24,4,1
25,Female,53,4,83,5,34594,No,Postgraduate,20,Yes,Yes,2,7.92,3,1
22,Female,46,1,52,8,84852,Yes,Postgraduate,25,Yes,No,2,6.5,5,1
24,Female,76,2,84,1,87713,Yes,School,2,No,No,5,5.08,2,1
17,Male,61,7,49,2,86382,No,School,9,No,Yes,7,8.13,2,0
20,Male,44,5,75,7,17933,Yes,Postgraduate,28,Yes,No,1,7.39,2,0
17,Male,94,5,48,0,50696,Yes,Graduate,21,Yes,No,7,9.15,3,0
24,Female,41,1,93,9,75449,No,School,29,Yes,No,2,4.7,2,1
17,Male,66,6,95,6,77616,Yes,Postgraduate,6,No,Yes,5,8.71,5,0
19,Male,60,2,94,6,16089,Yes,Postgraduate,3,No,Yes,1,8.04,3,1
20,Female,93,3,66,0,66548,No,Graduate,20,No,Yes,7,4.69,2,0
24,Female,77,6,73,8,36123,No,Graduate,6,Yes,No,8,8.17,0,0
22,Male,54,6,90,7,17797,No,Graduate,7,No,Yes,7,6.65,0,0
23,Male,60,1,40,3,60013,No,Graduate,1,No,No,8,9.67,1,0
24,Male,49,1,71,9,18346,Yes,Graduate,23,No,No,7,4.85,2,1
18,Male,62,5,64,4,95414,Yes,School,1,No,No,6,7.86,2,0
24,Male,97,1,68,1,43672,No,Postgraduate,5,No,Yes,1,6.29,3,1
19,Male,95,1,46,8,27653,Yes,School,6,Yes,Yes,7,9.74,3,1
23,Female,78,1,88,5,59556,Yes,School,13,Yes,No,6,5.98,2,1
19,Female,44,5,42,2,36140,No,School,2,Yes,No,3,9.77,1,0
23,Female,40,3,59,6,11184,No,School,15,Yes,Yes,5,9.41,2,0
18,Male,52,3,59,8,44493,Yes,School,15,No,Yes,7,5.62,5,1
22,Female,60,7,92,2,54148,No,Graduate,13,Yes,Yes,8,8.82,3,0
19,Male,65,7,69,1,34846,No,Graduate,26,Yes,No,1,9.97,2,0
19,Male,89,1,74,6,32195,No,Postgraduate,25,Yes,Yes,8,5.52,3,1
25,Female,84,7,74,6,15606,Yes,School,14,No,Yes,6,6.62,2,0
23,Male,60,5,88,3,13956,No,Postgraduate,26,Yes,Yes,6,7.12,4,0
21,Male,92,3,78,8,26555,Yes,Graduate,22,No,No,3,5.77,3,1
23,Female,57,6,66,7,28690,Yes,Graduate,7,No,Yes,8,4.09,1,1
25,Female,76,3,65,0,68502,Yes,Graduate,14,No,No,4,5.32,4,1
17,Female,84,3,53,0,58849,No,School,26,Yes,No,5,5.69,5,1
23,Male,71,5,56,4,36347,No,School,24,No,No,8,6.66,2,0
22,Female,75,7,57,5,59056,No,Graduate,27,Yes,Yes,4,5.03,5,1
25,Female,56,6,84,2,73851,No,Postgraduate,29,Yes,Yes,1,9.24,3,1
17,Male,74,5,91,8,91502,No,Postgraduate,10,Yes,Yes,5,8.23,4,0
20,Female,88,1,68,9,91418,Yes,Graduate,17,No,No,8,4.51,5,1
25,Female,99,4,59,5,80211,Yes,Postgraduate,14,No,Yes,3,7.9,1,0
20,Female,50,3,92,3,51850,Yes,Graduate,8,Yes,No,1,7.92,3,1
19,Male,60,4,66,6,88545,No,Postgraduate,4,No,Yes,5,9.74,4,0
25,Male,91,5,57,7,37843,Yes,Graduate,26,No,Yes,8,4.02,5,1
18,Male,94,5,43,8,72320,Yes,Postgraduate,16,No,Yes,8,5.49,4,1
20,Male,92,5,40,5,39793,No,School,24,Yes,Yes,5,9.57,4,0
22,Female,65,4,89,5,49516,No,Graduate,13,No,No,4,9.59,5,0
18,Male,43,5,40,7,27857,Yes,Graduate,22,No,No,1,8.32,0,0
24,Male,73,1,97,4,29627,Yes,Postgraduate,27,Yes,No,3,8.59,2,0
24,Female,91,5,65,2,71822,No,Graduate,25,No,No,3,4.55,3,1
17,Female,87,2,84,2,94101,No,Graduate,27,Yes,Yes,1,7.08,3,1
19,Female,99,7,59,5,62248,No,Graduate,20,No,No,1,5.39,3,1
25,Male,57,4,91,1,65798,No,School,18,No,No,6,5.09,4,1
21,Male,79,2,62,5,54116,Yes,School,14,No,No,2,8.86,5,1
22,Male,74,5,49,5,85318,Yes,Postgraduate,18,No,Yes,8,4.81,2,0
20,Female,80,1,98,7,97902,No,School,5,No,No,4,6.81,1,0
18,Female,68,3,50,6,38557,Yes,Postgraduate,26,No,No,1,9.63,3,0
24,Male,91,6,80,7,81334,Yes,School,9,Yes,Yes,1,5.11,5,1
22,Female,68,7,80,8,85163,No,Postgraduate,28,No,Yes,2,9.87,2,0
21,Female,77,6,44,5,88002,Yes,School,3,No,No,2,9.97,2,0
25,Female,81,5,97,2,52614,Yes,School,8,No,No,5,7.33,0,0
17,Male,60,7,40,9,22720,Yes,Postgraduate,20,Yes,Yes,7,5.02,5,1
21,Female,81,7,56,2,67608,No,Graduate,22,Yes,No,3,5.9,3,1
22,Female,52,1,61,0,82095,No,Graduate,10,Yes,Yes,4,6.55,4,1
21,Male,88,7,73,4,94694,Yes,School,22,No,No,5,5.86,2,0
22,Male,80,4,95,3,97593,No,Postgraduate,19,No,No,1,5.68,2,0
22,Female,56,2,84,8,45892,No,Graduate,21,Yes,No,8,9.83,1,1
23,Female,95,2,80,8,87242,No,Postgraduate,28,Yes,No,2,4.92,0,1
20,Male,48,2,68,4,87606,Yes,Graduate,3,Yes,No,6,8.4,2,1
24,Male,80,4,43,9,10924,Yes,Postgraduate,11,No,Yes,3,4.0,2,0
23,Female,40,6,44,3,61322,No,School,11,Yes,Yes,5,7.58,4,1
25,Female,41,1,50,6,36478,Yes,Postgraduate,17,No,No,6,9.5,4,1
23,Female,99,7,95,5,81042,Yes,Graduate,16,No,No,3,5.73,1,0
19,Female,87,4,90,3,56418,Yes,School,7,No,No,7,5.11,5,1
19,Male,68,2,60,9,72217,Yes,Postgraduate,4,Yes,Yes,7,7.91,1,0
24,Female,72,5,74,1,90846,Yes,Graduate,23,No,Yes,6,8.28,1,0
21,Female,49,3,51,0,83762,No,School,19,Yes,Yes,2,8.13,4,1
20,Male,89,7,65,3,21781,Yes,Postgraduate,12,Yes,Yes,5,5.92,5,1
24,Female,97,4,90,3,15515,Yes,Graduate,15,Yes,Yes,5,5.51,4,1
22,Male,99,4,58,0,46133,Yes,Postgraduate,11,Yes,Yes,7,9.74,0,0
18,Female,79,1,84,5,92508,No,Postgraduate,5,No,Yes,3,9.54,3,1
20,Female,60,1,99,3,86946,No,School,5,No,Yes,6,6.74,3,1
20,Male,67,4,46,0,95058,No,School,15,No,No,2,9.08,0,0
22,Male,50,2,86,0,19095,Yes,Graduate,29,No,Yes,1,6.71,3,1
22,Female,94,3,94,0,98583,No,School,18,Yes,Yes,5,6.55,5,0
17,Female,73,7,46,7,30470,No,Graduate,11,Yes,Yes,8,4.94,4,1
24,Female,47,1,65,9,53129,No,Postgraduate,26,Yes,Yes,1,6.56,3,1
22,Male,98,7,79,7,18531,No,Postgraduate,12,Yes,No,2,7.22,5,0
19,Female,61,2,44,1,47038,Yes,Graduate,2,No,Yes,7,4.14,4,1
25,Male,47,7,60,6,97939,No,Postgraduate,20,Yes,No,8,6.66,5,1
18,Male,88,5,53,7,52674,No,School,15,No,No,5,8.69,0,0
24,Female,54,1,43,7,92476,Yes,Postgraduate,20,Yes,No,5,8.08,1,1
19,Male,56,2,62,9,39831,Yes,School,4,Yes,Yes,6,7.81,0,1
21,Female,99,2,81,6,67174,No,Graduate,22,Yes,Yes,8,9.46,3,1
22,Female,62,3,59,4,21279,Yes,Graduate,18,Yes,Yes,1,4.11,4,1
22,Female,63,3,54,0,48220,No,Postgraduate,6,No,No,7,7.34,5,0
20,Female,84,5,89,8,70610,Yes,Postgraduate,23,No,No,6,8.72,3,0
19,Female,58,2,91,6,62719,Yes,School,27,No,No,4,7.25,3,1
20,Male,44,6,84,1,63051,No,School,26,No,No,1,5.94,1,1
17,Male,71,2,68,5,82013,Yes,Postgraduate,19,Yes,Yes,1,4.82,3,1
20,Female,83,3,47,1,66652,No,Postgraduate,11,Yes,Yes,4,9.33,1,0
17,Female,40,6,80,0,75524,Yes,Graduate,28,No,Yes,2,6.82,4,1
17,Male,62,1,87,6,92936,No,Graduate,24,No,No,8,9.27,4,1
22,Male,76,1,58,1,16470,Yes,Graduate,2,Yes,No,8,7.52,5,1
21,Male,47,7,87,1,77598,Yes,Postgraduate,27,Yes,Yes,2,8.05,1,0
20,Male,52,4,78,4,51798,Yes,Postgraduate,8,No,Yes,5,8.83,0,0
19,Female,47,3,85,4,63473,Yes,Postgraduate,29,No,No,3,7.95,4,1
17,Female,96,4,67,6,29880,Yes,Graduate,11,No,Yes,6,6.39,5,0
22,Male,62,6,85,0,54439,No,Postgraduate,5,Yes,Yes,3,7.08,0,0
18,Female,82,3,96,7,24308,Yes,School,18,No,No,5,8.82,4,0
24,Male,40,5,66,2,45081,No,Postgraduate,23,No,No,8,6.24,4,1
21,Female,84,2,43,3,85242,No,Postgraduate,18,No,No,3,6.33,5,1
23,Male,90,5,97,8,60383,No,Postgraduate,14,No,Yes,1,4.57,5,1
18,Female,63,6,54,3,19837,Yes,Postgraduate,22,No,No,1,9.49,2,0
24,Male,74,3,74,9,62151,No,Postgraduate,10,Yes,Yes,4,4.55,3,1
18,Male,63,6,76,4,46824,Yes,School,3,No,Yes,4,7.89,3,0
20,Female,56,2,40,6,43073,No,School,9,Yes,No,5,6.48,0,1
17,Male,44,1,42,3,36299,No,Postgraduate,3,No,Yes,5,6.43,3,1
21,Female,59,1,86,0,68861,No,Graduate,11,No,No,7,8.08,0,1
25,Female,60,6,63,8,40063,No,Postgraduate,12,No,No,5,4.4,4,1
17,Male,79,4,66,3,79453,No,Postgraduate,12,Yes,Yes,1,7.56,2,0
25,Female,97,3,79,8,78472,Yes,Postgraduate,3,Yes,Yes,3,8.63,2,0
24,Female,70,3,75,5,24506,No,Graduate,21,Yes,No,6,8.97,4,0
22,Female,85,1,73,0,89854,No,Graduate,7,No,No,7,5.02,5,1
23,Female,75,7,68,2,36026,Yes,Graduate,14,No,No,7,9.38,1,0
19,Female,50,5,63,1,37672,Yes,School,24,Yes,No,8,7.94,1,0
17,Male,91,7,63,8,48417,Yes,Graduate,28,Yes,No,7,9.29,3,0
21,Female,54,2,81,0,62413,No,School,11,No,No,5,6.91,5,1
18,Female,58,5,43,8,75066,No,School,7,Yes,Yes,5,7.25,0,0
21,Female,46,5,42,8,69213,No,Graduate,25,No,Yes,1,9.51,2,0
24,Female,90,6,73,7,60971,No,Graduate,21,Yes,Yes,6,9.4,3,0
25,Female,67,1,96,7,37281,No,Graduate,10,Yes,Yes,1,6.69,4,1
18,Male,90,7,88,0,38091,No,School,11,Yes,No,6,5.65,5,1
19,Female,82,7,62,7,60494,Yes,Postgraduate,15,No,Yes,1,6.36,2,0
19,Male,97,1,92,9,28610,Yes,Graduate,19,No,Yes,3,6.33,0,0
17,Male,44,7,95,2,11079,No,Graduate,16,Yes,No,8,5.72,0,1
24,Male,44,1,91,6,56751,No,Graduate,22,No,Yes,5,5.61,1,1
22,Male,69,6,62,0,96126,No,School,21,No,No,2,9.17,3,0
24,Female,93,4,84,0,65432,No,School,28,No,No,2,4.42,4,1
25,Male,71,5,44,9,40951,No,Postgraduate,20,No,No,8,8.07,2,0
21,Male,47,6,70,4,90863,Yes,Graduate,12,Yes,No,5,5.04,0,1
19,Female,49,3,92,4,88291,Yes,School,18,No,No,7,6.07,2,0
21,Female,77,2,80,7,69872,No,Postgraduate,23,No,Yes,5,4.37,4,1
21,Female,86,4,96,6,17235,Yes,Graduate,13,Yes,Yes,5,5.62,2,0
21,Male,71,3,96,7,92733,No,School,5,No,Yes,8,8.61,3,0
19,Female,87,5,99,5,72712,No,Graduate,4,No,No,5,9.31,1,0
20,Female,67,7,93,5,31473,No,Graduate,28,No,Yes,7,5.33,2,0
25,Male,56,1,45,1,77567,Yes,School,14,Yes,Yes,6,6.78,5,1
25,Female,70,5,76,5,89823,Yes,School,8,Yes,Yes,8,6.82,1,0
18,Female,47,6,96,4,42230,No,School,9,No,Yes,3,9.24,4,1
24,Female,79,2,49,2,94573,Yes,Graduate,25,No,No,2,8.58,1,0
24,Female,64,6,79,5,78876,Yes,Graduate,19,Yes,Yes,8,7.08,2,0
23,Male,48,4,46,7,50644,No,Postgraduate,3,Yes,No,4,8.02,2,0
24,Female,41,4,78,8,58664,Yes,Graduate,5,Yes,No,2,9.08,5,1
19,Female,54,2,77,0,55203,Yes,School,21,No,Yes,2,4.06,0,1
22,Male,89,3,60,2,76677,No,Graduate,26,No,No,7,6.42,5,0
17,Female,42,3,59,2,35425,No,Postgraduate,18,Yes,No,1,9.44,2,0
23,Male,88,4,42,7,94817,Yes,Postgraduate,1,No,No,5,8.44,1,0
17,Female,75,4,90,0,95961,No,School,8,No,No,5,7.26,5,0
25,Male,43,7,61,4,79806,Yes,School,19,No,No,5,7.18,5,1
17,Male,53,1,86,2,52814,No,Postgraduate,17,No,No,1,6.09,0,1
17,Male,80,7,43,1,80219,No,Postgraduate,17,No,No,7,7.12,2,0
23,Male,80,7,67,7,59646,No,Postgraduate,11,No,Yes,8,7.93,2,0
18,Female,64,3,51,2,49884,No,School,2,No,Yes,3,6.51,4,0
21,Male,97,2,77,6,79322,Yes,Postgraduate,6,Yes,No,3,8.28,0,0
24,Female,94,3,90,0,31650,No,Postgraduate,22,Yes,No,7,9.17,4,0
24,Male,89,1,75,5,19190,No,School,14,Yes,Yes,4,4.93,4,1
19,Male,49,6,86,2,48196,No,Graduate,3,Yes,Yes,3,6.71,4,1
23,Male,60,4,80,7,49449,Yes,Graduate,12,Yes,Yes,7,6.45,3,0
19,Female,75,4,44,5,49661,Yes,Postgraduate,4,Yes,Yes,8,8.12,4,0
22,Male,51,1,52,1,39709,No,Graduate,12,Yes,No,3,5.5,5,1
22,Female,66,7,62,5,90428,No,Graduate,13,Yes,No,5,7.84,1,0
19,Female,79,2,97,6,85179,No,Graduate,2,Yes,Yes,6,9.26,5,1
23,Female,41,4,89,4,19943,No,Graduate,2,No,Yes,7,6.51,5,1
19,Female,93,5,69,2,53240,No,Postgraduate,15,No,Yes,2,9.47,2,0
24,Female,52,7,76,3,55760,No,Graduate,23,Yes,Yes,3,9.96,3,1
20,Female,92,4,64,3,31042,Yes,Graduate,29,No,No,3,4.64,4,1
17,Female,71,5,87,5,53894,No,School,17,No,Yes,1,5.4,2,0
20,Female,70,1,66,9,16869,No,Postgraduate,7,Yes,Yes,4,9.7,0,0
23,Female,55,1,90,0,71078,No,School,28,Yes,Yes,6,9.75,0,1
20,Male,71,7,53,3,66759,No,School,14,Yes,No,8,4.59,2,0
22,Male,71,4,96,9,54306,No,Postgraduate,12,No,No,1,4.09,1,0
25,Male,99,3,87,3,65371,No,Graduate,17,No,No,5,4.97,2,0
17,Male,73,5,98,9,30918,Yes,School,14,Yes,Yes,2,9.98,2,0
21,Male,50,2,86,0,38379,Yes,Postgraduate,6,No,Yes,4,5.08,3,1
23,Female,49,4,93,8,93232,Yes,Graduate,19,No,Yes,1,7.02,0,0
17,Female,54,2,75,3,12962,Yes,Postgraduate,24,No,No,7,9.09,0,1
20,Female,56,4,78,6,23851,Yes,School,6,Yes,No,3,4.12,4,1
22,Female,79,3,55,2,55747,Yes,Graduate,27,No,Yes,3,7.63,5,0
18,Female,57,3,95,9,62349,No,Graduate,18,No,Yes,4,5.66,2,1
21,Female,94,7,61,2,80832,No,Postgraduate,24,No,No,3,9.17,2,0
17,Female,48,7,60,7,66356,No,Graduate,5,No,Yes,7,5.7,1,1
22,Male,64,3,93,7,24745,No,School,24,No,Yes,1,8.12,0,0
22,Male,79,6,60,0,15730,No,School,24,No,Yes,1,8.05,1,0
20,Male,98,3,47,9,23921,No,School,6,No,No,3,5.33,3,1
24,Male,53,1,88,1,81138,Yes,Postgraduate,2,Yes,Yes,3,4.21,4,1
20,Female,99,1,55,7,93111,No,Graduate,8,Yes,Yes,5,6.46,1,0
24,Female,97,6,98,0,29023,Yes,Graduate,15,No,Yes,2,5.74,0,0
24,Female,64,5,94,7,55349,Yes,Graduate,15,Yes,Yes,8,8.85,3,0
21,Male,89,2,70,7,91533,No,School,11,No,No,4,8.8,2,0
20,Female,61,4,81,1,93286,No,Graduate,22,No,No,1,6.74,3,0
18,Female,91,4,49,3,51979,No,School,22,No,No,4,7.64,5,0
19,Female,69,6,71,5,32837,No,Graduate,24,Yes,Yes,5,7.63,1,0
19,Male,59,1,98,8,24997,No,School,1,No,No,1,8.96,0,1
20,Female,60,7,73,7,98603,No,Graduate,18,No,Yes,5,6.55,1,0
20,Male,83,4,48,7,55039,No,Postgraduate,12,Yes,No,5,5.65,2,0
21,Male,71,1,56,6,30923,Yes,Postgraduate,12,Yes,Yes,6,5.59,2,1
20,Male,90,5,50,8,18876,No,School,25,No,No,3,7.22,0,0
24,Male,85,2,71,1,70973,No,School,11,Yes,No,7,6.69,5,1
22,Female,88,5,49,2,12887,Yes,Graduate,28,Yes,No,6,6.64,4,0
22,Male,95,6,61,9,73723,No,Graduate,8,No,Yes,8,4.55,3,1
24,Male,60,3,96,7,52422,No,Postgraduate,28,No,Yes,4,8.31,3,0
23,Female,74,3,56,5,61413,Yes,Graduate,7,No,Yes,7,5.28,2,0
24,Female,97,3,43,9,12841,No,School,23,Yes,No,4,5.18,1,0
18,Male,71,5,87,8,38756,No,School,21,Yes,Yes,3,6.48,1,0
25,Female,69,4,91,9,81576,No,School,2,Yes,Yes,7,5.37,5,1
17,Male,94,2,86,3,20304,No,School,11,No,Yes,6,7.5,4,1
24,Male,78,3,64,7,40341,No,School,22,Yes,Yes,4,6.23,1,0
20,Male,88,6,98,9,14758,No,Postgraduate,10,Yes,Yes,6,6.69,3,0
20,Male,51,6,60,2,27010,Yes,Postgraduate,3,No,Yes,3,7.22,1,0
21,Female,80,3,76,2,70758,No,School,20,No,No,7,5.22,4,1
24,Male,86,3,77,7,41658,No,Graduate,29,No,No,7,4.93,3,1
21,Female,57,2,88,4,59002,Yes,School,10,Yes,Yes,1,9.28,1,1
24,Female,60,3,40,2,11375,Yes,Postgraduate,28,No,No,5,6.6,3,0
17,Female,52,2,64,9,32092,No,School,27,Yes,No,5,6.47,2,1
25,Female,60,6,90,0,10490,Yes,Postgraduate,18,Yes,Yes,6,4.21,2,0
22,Male,47,3,75,2,13729,No,Postgraduate,14,No,Yes,7,6.99,5,1
19,Female,85,5,56,8,15974,No,School,18,No,No,4,7.33,2,0
24,Male,79,7,80,4,95216,Yes,School,28,No,Yes,6,7.35,1,0
25,Female,85,5,63,9,93860,No,Graduate,24,No,No,6,8.24,4,0
22,Female,46,6,41,1,31398,No,Postgraduate,8,No,No,2,5.06,3,1
23,Male,62,2,79,6,44650,Yes,Graduate,10,Yes,No,8,5.51,0,1
17,Male,83,5,54,1,31292,Yes,School,22,Yes,Yes,7,8.86,2,0
21,Male,71,2,71,3,13159,Yes,Postgraduate,13,Yes,No,5,9.68,2,0
21,Female,50,5,78,6,72766,Yes,Graduate,21,No,Yes,7,4.82,0,1
20,Female,61,5,98,3,27065,No,Graduate,8,Yes,Yes,3,6.99,0,0
22,Male,61,2,45,6,31638,Yes,Graduate,4,No,Yes,6,5.29,1,1
23,Male,82,4,40,6,11073,Yes,School,27,No,Yes,2,4.36,3,1
25,Male,64,5,86,0,56511,Yes,School,4,Yes,Yes,2,5.95,2,0
17,Male,61,3,62,5,94307,Yes,School,5,Yes,No,5,4.86,4,1
22,Female,67,7,97,8,39320,Yes,Postgraduate,1,No,Yes,5,8.26,1,0
23,Male,68,6,78,1,79876,No,School,17,Yes,Yes,5,7.2,1,0
19,Male,52,4,96,2,44924,Yes,Postgraduate,2,No,Yes,3,4.86,4,1
24,Male,57,2,56,9,91720,No,Graduate,8,Yes,Yes,2,4.06,4,1
21,Male,41,4,73,4,50734,Yes,Graduate,7,Yes,Yes,4,8.85,5,1
25,Female,68,1,98,8,78116,Yes,School,15,Yes,No,3,5.06,4,1
21,Male,60,1,80,3,50025,Yes,Graduate,26,Yes,Yes,1,7.64,0,0
25,Female,54,5,68,0,12159,Yes,School,25,Yes,Yes,8,6.02,2,0
20,Male,91,5,48,3,58940,Yes,Postgraduate,5,No,No,8,7.51,5,0
25,Male,66,3,52,5,89436,Yes,Graduate,2,Yes,Yes,6,5.89,0,0
21,Female,89,7,45,4,86976,Yes,School,7,Yes,No,8,4.52,5,1
25,Male,70,6,45,0,24678,Yes,Graduate,8,Yes,No,5,5.34,2,0
19,Female,54,4,59,3,71075,No,Graduate,28,No,No,2,5.13,5,1
20,Female,90,1,91,5,57204,Yes,School,7,No,No,8,6.57,0,0
25,Male,62,5,92,9,22021,No,Graduate,7,No,Yes,6,7.95,3,0
22,Female,63,6,42,9,16772,Yes,Graduate,28,No,Yes,8,5.58,2,0
18,Female,83,4,56,3,77163,No,Graduate,14,No,No,7,4.07,1,0
23,Female,52,5,88,8,83755,Yes,Graduate,21,Yes,No,3,7.11,2,0
18,Female,61,5,51,4,33464,Yes,Postgraduate,18,Yes,Yes,1,7.63,2,0
18,Female,82,1,87,7,61137,Yes,Graduate,6,Yes,No,7,9.78,2,0
17,Female,76,1,86,8,40232,No,Graduate,4,No,No,3,7.54,3,1
19,Female,72,5,84,9,71497,No,School,10,No,No,3,6.83,0,0
22,Female,95,2,94,4,84024,No,Postgraduate,18,Yes,Yes,4,7.44,1,0
24,Male,42,5,40,5,61448,No,School,12,No,No,8,9.57,0,0
25,Male,93,6,56,0,94517,Yes,School,16,No,Yes,6,8.97,5,0
23,Female,58,5,42,6,10901,Yes,School,25,No,Yes,4,5.94,5,1
20,Male,62,3,65,3,97980,Yes,Postgraduate,7,Yes,Yes,3,5.42,5,1
22,Female,68,7,54,1,93597,No,School,6,Yes,No,8,5.58,0,0
21,Female,69,3,75,4,12881,Yes,School,28,No,No,1,7.03,4,0
24,Male,78,3,71,2,39863,No,School,5,No,Yes,2,8.46,3,0
17,Female,83,2,71,5,15622,No,Graduate,3,No,Yes,2,7.02,4,1
17,Female,86,2,43,7,11378,No,School,12,No,Yes,8,4.41,5,1
22,Female,64,5,57,6,93168,No,Postgraduate,15,Yes,No,7,8.34,3,0
18,Female,76,3,88,2,81186,No,Postgraduate,10,No,No,6,8.84,0,0
21,Male,86,2,58,7,55201,Yes,Graduate,26,Yes,Yes,5,5.74,5,1
17,Female,47,1,82,1,69251,No,Postgraduate,20,Yes,Yes,5,7.98,0,1
23,Female,81,5,91,9,82572,No,Postgraduate,19,Yes,No,2,6.56,3,0
17,Female,97,6,74,8,49255,Yes,Graduate,16,No,Yes,3,9.33,0,0
20,Male,55,7,79,3,73212,No,School,28,Yes,No,3,9.07,0,0
25,Female,47,4,53,0,60210,No,Graduate,11,Yes,No,4,7.15,1,0
17,Male,40,5,97,7,32499,Yes,School,8,No,Yes,8,8.15,4,1
20,Male,83,4,72,6,61628,Yes,School,3,No,Yes,6,9.3,4,0
22,Female,44,3,53,4,71360,Yes,Postgraduate,23,No,No,8,6.97,4,1
22,Female,42,7,73,9,14603,No,Graduate,7,Yes,No,8,5.88,2,1
24,Male,40,4,94,4,95473,Yes,Postgraduate,23,No,No,4,8.52,1,0
17,Female,43,3,43,6,22632,Yes,Postgraduate,29,Yes,No,5,5.32,5,1
23,Male,79,1,63,4,40607,Yes,School,7,Yes,No,8,6.33,5,1
17,Male,74,4,98,7,75756,No,Postgraduate,14,No,Yes,2,9.19,5,0
23,Female,71,7,68,5,56994,Yes,Graduate,2,Yes,No,7,8.35,4,0
19,Female,81,5,58,4,73382,No,Postgraduate,10,Yes,No,8,6.42,4,0
24,Male,73,3,45,8,80354,No,Postgraduate,19,Yes,No,3,5.29,1,0
19,Male,82,5,96,1,66344,Yes,School,26,Yes,Yes,8,6.14,0,0
17,Male,64,7,72,0,63775,No,Graduate,9,No,Yes,2,5.7,4,1
24,Male,49,2,88,7,17349,No,Postgraduate,16,Yes,No,1,5.06,5,1
19,Female,60,3,79,2,81154,Yes,School,19,No,No,2,8.46,0,0
18,Female,85,4,58,6,37464,No,Postgraduate,18,Yes,Yes,1,5.51,4,1
17,Female,78,3,92,9,52624,Yes,Graduate,9,Yes,Yes,4,6.73,3,0
19,Female,66,5,40,7,47344,No,Postgraduate,16,No,Yes,4,6.32,2,0
18,Female,66,1,44,5,93791,No,Postgraduate,13,Yes,Yes,5,9.89,4,1
18,Male,41,3,66,9,34299,Yes,School,10,Yes,No,2,6.35,3,1
22,Female,80,4,55,8,57975,Yes,Postgraduate,25,Yes,Yes,2,4.48,1,0
17,Female,87,2,45,6,11462,No,School,20,Yes,No,1,4.54,3,1
18,Female,52,6,79,9,91441,No,Graduate,14,Yes,No,4,7.54,1,0
22,Female,48,1,52,4,91788,Yes,Postgraduate,12,Yes,Yes,1,7.6,4,1
19,Female,91,2,87,7,50581,No,Graduate,25,No,Yes,4,6.51,1,0
20,Male,75,3,74,1,81289,No,Graduate,19,No,Yes,1,6.59,3,0
17,Male,61,5,58,6,24175,No,Postgraduate,7,No,Yes,4,4.32,2,0
24,Male,81,7,51,3,16191,No,School,23,Yes,No,1,7.1,0,0
23,Female,65,5,55,8,93434,Yes,Graduate,15,Yes,No,7,7.03,0,0
23,Male,97,4,98,0,94518,Yes,Graduate,16,Yes,No,4,4.9,2,0
19,Male,93,5,82,6,90158,Yes,Postgraduate,27,No,Yes,6,4.62,5,1
19,Female,51,1,49,5,76537,Yes,Postgraduate,8,Yes,No,1,4.74,0,1
18,Female,56,5,64,7,57645,Yes,Postgraduate,10,No,Yes,2,4.61,4,1
17,Female,53,4,59,4,33283,Yes,Postgraduate,4,Yes,No,5,7.66,5,1
23,Male,53,6,70,0,96971,No,Postgraduate,19,Yes,Yes,6,5.18,4,1
23,Male,96,3,43,0,69123,Yes,Postgraduate,19,Yes,No,6,5.51,3,1
18,Female,73,7,83,8,40024,No,School,28,No,No,1,5.04,3,1
23,Female,92,3,62,9,59630,No,Graduate,21,Yes,Yes,5,9.75,5,0
24,Male,96,5,41,5,40734,No,School,27,No,No,2,9.13,5,0
17,Male,59,2,95,9,10515,Yes,School,15,Yes,No,6,5.38,5,1
